feature,emotion
[0.13036659 0.06496604 0.0297211  ... 0.         0.         0.10091235],4
[0.25993772 0.2640903  0.2640903  ... 0.         0.04363592 0.01388074],3
[0.18874862 0.08419313 0.13445796 ... 0.         0.05443341 0.2789911 ],5
[0.08185739 0.0513396  0.05038129 ... 0.0048344  0.00853826 0.41822644],4
[0.27869283 0.00933098 0.         ... 0.33702392 0.09563896 0.01118814],0
[0.32770362 0.04453582 0.05633385 ... 0.0196831  0.07790377 0.3473645 ],5
[0.24573303 0.13292815 0.20180036 ... 0.1134293  0.0199275  0.        ],2
[0.13914516 0.03601813 0.04827971 ... 0.         0.         0.        ],4
[0.08499563 0.12090501 0.29780139 ... 0.06612093 0.05142451 0.11732595],6
[0.13405029 0.11498473 0.02217585 ... 0.07939803 0.07037592 0.08747201],4
[0.16315622 0.18036133 0.09337179 ... 0.27302024 0.1854236  0.13752305],5
[0.11572285 0.00890079 0.18991841 ... 0.10677571 0.10873891 0.20016852],5
[0.06058411 0.0267145  0.02211254 ... 0.17664621 0.         0.10681116],1
[0.31249282 0.04631    0.         ... 0.         0.         0.        ],4
[0.30169807 0.26259287 0.06317114 ... 0.08905711 0.06628759 0.07176769],1
[0.39317168 0.16412694 0.         ... 0.         0.         0.        ],5
[0.3426215  0.1613606  0.         ... 0.         0.04559229 0.        ],5
[0.38216813 0.         0.         ... 0.0103064  0.01629585 0.        ],4
[0.22091775 0.         0.14581101 ... 0.12227554 0.0771309  0.19136877],4
[0.54547065 0.11251971 0.         ... 0.08384017 0.18321262 0.31457519],5
[0.24174145 0.05014506 0.12808158 ... 0.0413552  0.         0.        ],4
[0.24087052 0.16144983 0.24053122 ... 0.13173629 0.23084949 0.12185784],1
[0.29386962 0.03356804 0.01843051 ... 0.18475211 0.         0.        ],4
[0.33358178 0.         0.         ... 0.         0.0248649  0.21368269],5
[0.16888235 0.         0.         ... 0.03753829 0.05935325 0.        ],4
[0.37083425 0.14380978 0.05379629 ... 0.27587097 0.19024108 0.2355127 ],5
[0.19122005 0.         0.         ... 0.04369486 0.         0.02369686],4
[0.03984048 0.         0.00194286 ... 0.23527366 0.16310153 0.03260965],1
[0.38011166 0.1632372  0.         ... 0.07241729 0.08580026 0.        ],4
[0.27103917 0.031898   0.02017407 ... 0.         0.06322371 0.0585054 ],7
[0.15778677 0.06132775 0.03838472 ... 0.02531256 0.02486437 0.03742642],5
[0.28455658 0.28455658 0.15872191 ... 0.07499081 0.12541916 0.06648841],4
[0.06229909 0.06885128 0.14399317 ... 0.10342657 0.08237406 0.07660991],5
[0.268552   0.21352844 0.08368074 ... 0.19147409 0.16265924 0.15222183],4
[0.33063824 0.10241705 0.05156797 ... 0.         0.         0.02023162],5
[0.32066992 0.05449325 0.16022568 ... 0.05762969 0.0988341  0.        ],4
[0.11219599 0.         0.09742032 ... 0.14445832 0.17634095 0.11469671],4
[0.32867714 0.1853503  0.03420173 ... 0.31256791 0.05803438 0.00484485],2
[0.2194732  0.08140054 0.09005036 ... 0.0616495  0.19027477 0.22113025],1
[0.07300501 0.01067613 0.01012827 ... 0.         0.         0.        ],4
[0.2034501  0.23616307 0.13080316 ... 0.34573803 0.34573803 0.28858323],5
[0.29249223 0.25554115 0.13396359 ... 0.09605235 0.13749337 0.1544046 ],5
[0.16407926 0.01931012 0.0122128  ... 0.04698928 0.         0.        ],5
[0.08252002 0.06128751 0.14089497 ... 0.02672753 0.03355569 0.04340085],2
[0.19458666 0.09355637 0.10590456 ... 0.02914829 0.05351203 0.08902353],5
[0.21400583 0.03453865 0.13585975 ... 0.         0.         0.        ],5
[0.19721564 0.08054241 0.06368306 ... 0.22898047 0.24139183 0.19300348],6
[0.24176366 0.10147507 0.10440479 ... 0.01765541 0.09207099 0.05785383],5
[0.16024725 0.03777001 0.17481481 ... 0.28588927 0.08286969 0.01135543],4
[0.51872769 0.         0.         ... 0.         0.         0.01782887],0
[0.11126322 0.03180625 0.04174573 ... 0.14983619 0.22232211 0.13396089],1
[0.27959114 0.12071616 0.11847134 ... 0.09874928 0.04056232 0.        ],0
[0.22928986 0.09099531 0.21271032 ... 0.20383771 0.14448582 0.02342258],1
[0.30483298 0.         0.         ... 0.02146834 0.02710708 0.02054887],7
[0.28292395 0.16076112 0.29686214 ... 0.14186348 0.         0.        ],0
[0.26285062 0.15127987 0.09470919 ... 0.03822412 0.23346255 0.23346255],7
[0.06984071 0.         0.         ... 0.08533378 0.05687543 0.        ],5
[0.31816485 0.31816485 0.08834456 ... 0.         0.         0.        ],4
[0.1785302  0.01817379 0.26451403 ... 0.00610558 0.00719549 0.01188882],6
[0.19118618 0.13022569 0.06413785 ... 0.15732299 0.14976592 0.11726164],6
[0.15320172 0.01031571 0.04993323 ... 0.05277512 0.1272599  0.0763278 ],5
[0.01159311 0.         0.         ... 0.08936761 0.14710153 0.18150453],1
[0.43654004 0.05007458 0.         ... 0.         0.         0.        ],5
[0.29729417 0.05257081 0.17503768 ... 0.09253158 0.09555387 0.02586337],3
[0.24963959 0.18983428 0.11588962 ... 0.11144524 0.1412913  0.08233142],1
[0.27275376 0.27275376 0.17191317 ... 0.25522658 0.02497859 0.12530002],5
[0.         0.         0.         ... 0.01439643 0.00411212 0.        ],3
[0.2244371  0.35014284 0.35014284 ... 0.01852527 0.09212643 0.21998991],5
[0.39448724 0.39448724 0.0439757  ... 0.03268234 0.04593757 0.1168155 ],6
[0. 0. 0. ... 0. 0. 0.],4
[0.39214138 0.         0.         ... 0.         0.         0.        ],7
[0.07184397 0.0069847  0.00883502 ... 0.38982574 0.25424289 0.06404317],4
[0.28161245 0.09453554 0.25007962 ... 0.0513961  0.04964931 0.01984819],0
[0.01143092 0.00317037 0.01199814 ... 0.36194227 0.21145344 0.11159741],2
[0.30455481 0.30455481 0.23755932 ... 0.07314259 0.07118174 0.01416279],5
[0.24709817 0.27804683 0.1023734  ... 0.45799644 0.13098592 0.0386367 ],4
[0.3051993  0.03206651 0.06982802 ... 0.13706085 0.13667551 0.        ],5
[0.24294635 0.108458   0.10901947 ... 0.20429908 0.11819572 0.01627457],0
[0.39979786 0.         0.10068606 ... 0.01346001 0.02494148 0.        ],5
[0.12796389 0.0184487  0.0151882  ... 0.3436704  0.3436704  0.04442758],1
[0.17000769 0.00677285 0.03154263 ... 0.         0.         0.        ],4
[0.25661944 0.02517087 0.01423879 ... 0.         0.02285162 0.        ],2
[0.22860187 0.22860187 0.08146239 ... 0.10651685 0.10848849 0.1298298 ],6
[0.23818411 0.22727413 0.20599667 ... 0.14833764 0.2411411  0.17953829],0
[0.24154156 0.         0.08009997 ... 0.02365332 0.         0.        ],5
[0.26111912 0.26111912 0.22929135 ... 0.09524294 0.17104224 0.2056621 ],4
[0.12467149 0.04405299 0.08639127 ... 0.06890086 0.         0.1302259 ],2
[0.39260243 0.16551589 0.         ... 0.         0.         0.1137693 ],7
[0.38626725 0.         0.         ... 0.         0.         0.0464813 ],4
[0.39851622 0.20909422 0.         ... 0.02606231 0.05337495 0.02886234],4
[0.29888514 0.10823977 0.07009058 ... 0.31996652 0.31996652 0.07262951],4
[0.26014213 0.13501383 0.26014213 ... 0.36782328 0.17206496 0.        ],7
[0.32789204 0.14634199 0.09419452 ... 0.2635172  0.08333146 0.        ],4
[0.06013221 0.         0.15093217 ... 0.01828532 0.16136659 0.14068647],5
[0.23944221 0.05838378 0.04472571 ... 0.         0.         0.        ],4
[0.48488723 0.         0.         ... 0.02509973 0.03778621 0.33739936],4
[0.06982908 0.04219071 0.02022342 ... 0.07019361 0.08960942 0.05145835],4
[0.02819443 0.01155373 0.1201258  ... 0.         0.11695268 0.31518439],3
[0.17886362 0.18086297 0.17393844 ... 0.01198882 0.         0.        ],1
[0.32557601 0.07716946 0.06197389 ... 0.05251799 0.         0.07555491],1
[0.17840955 0.1741923  0.13091439 ... 0.38087167 0.04043941 0.00720105],1
[0.18730698 0.03816174 0.12833024 ... 0.07967844 0.08588463 0.07032823],7
[0.24725136 0.07105415 0.14515499 ... 0.35548213 0.03949052 0.05132594],3
[0.16597389 0.02693889 0.         ... 0.07772416 0.         0.07318853],4
[0.31697358 0.22258389 0.12285742 ... 0.07918143 0.06752424 0.        ],5
[0.02361143 0.03123104 0.32086751 ... 0.01185786 0.32501001 0.33417387],4
[0.         0.         0.         ... 0.01545589 0.00340352 0.02697285],2
[0.01249409 0.         0.02252405 ... 0.02734102 0.07664689 0.30618658],3
[0.28424735 0.28424735 0.17666857 ... 0.0262913  0.00598168 0.00524628],2
[0.21091129 0.04689885 0.05439477 ... 0.1126725  0.         0.04627315],5
[0.32515815 0.04621132 0.         ... 0.         0.         0.        ],5
[0.17239494 0.02409293 0.04571311 ... 0.05232417 0.15804087 0.        ],5
[0.38110793 0.         0.         ... 0.07728964 0.04887714 0.        ],5
[0.31765551 0.19358659 0.15895102 ... 0.13148021 0.11009903 0.25618054],2
[0.08719196 0.16817946 0.16161941 ... 0.         0.         0.        ],2
[0.30347511 0.06980009 0.         ... 0.         0.         0.        ],4
[0.22241555 0.0933688  0.1862883  ... 0.0528785  0.05912428 0.10856676],5
[0.04736979 0.1308226  0.1951397  ... 0.02649263 0.         0.03466802],5
[0.22985973 0.06764535 0.02202876 ... 0.11861809 0.1504913  0.10674851],2
[0.29455562 0.07603849 0.         ... 0.23155813 0.27796951 0.27796951],5
[0.20977593 0.10462086 0.1553639  ... 0.12542215 0.063953   0.07313305],0
[0.23614392 0.0334651  0.01870756 ... 0.         0.         0.        ],4
[0.13528945 0.04549665 0.02217043 ... 0.09456946 0.24930223 0.19201991],6
[0.27823711 0.02432617 0.         ... 0.09712611 0.25566593 0.19160821],5
[0.21324961 0.11529473 0.18778714 ... 0.08108543 0.08575283 0.05244864],4
[0.25230051 0.10566451 0.05367802 ... 0.35914384 0.35914384 0.28839126],2
[0.27149422 0.09503869 0.05928751 ... 0.04230233 0.2588661  0.21942869],4
[0.         0.         0.         ... 0.0221635  0.02776044 0.33017755],4
[0.2175946  0.         0.         ... 0.05585035 0.01566499 0.04174976],5
[0.         0.         0.         ... 0.03911544 0.09563795 0.21849586],1
[0.         0.         0.         ... 0.00904092 0.41928368 0.0772796 ],0
[0.39562197 0.02855649 0.         ... 0.         0.         0.08167582],5
[0.33568386 0.         0.         ... 0.         0.         0.28622886],5
[0.30470156 0.15257186 0.         ... 0.01024212 0.01697831 0.01349728],4
[0.         0.         0.         ... 0.07825574 0.04989542 0.        ],0
[0.06192667 0.01805457 0.         ... 0.         0.         0.        ],7
[0.10950965 0.08685709 0.04610234 ... 0.41496407 0.12306411 0.04805778],3
[0.36575961 0.36575961 0.02760281 ... 0.         0.17124462 0.39788216],4
[0.23190139 0.13554337 0.08053783 ... 0.         0.         0.        ],0
[0.10977274 0.0141354  0.04185721 ... 0.         0.05363605 0.        ],7
[0.22422736 0.15522563 0.08592366 ... 0.0403561  0.02299059 0.00468039],6
[0.09429525 0.15413189 0.21712316 ... 0.         0.04339307 0.08687573],5
[0.13860581 0.12117684 0.02962356 ... 0.00498385 0.05845269 0.25512442],5
[0.25521672 0.10086867 0.02585135 ... 0.         0.00746956 0.        ],6
[0.         0.         0.         ... 0.10348374 0.09038359 0.04981724],0
[0.34295456 0.         0.         ... 0.         0.         0.        ],4
[0.08362633 0.         0.2143636  ... 0.         0.00199996 0.07240024],5
[0.46618728 0.         0.         ... 0.         0.         0.        ],4
[0.21139257 0.         0.         ... 0.         0.         0.16024117],5
[0.15596204 0.19719878 0.10601432 ... 0.15195489 0.20781405 0.09818545],2
[0.28114185 0.26157848 0.11380438 ... 0.02694984 0.02115321 0.0645746 ],0
[0.46256303 0.06559078 0.01368633 ... 0.07755952 0.09194707 0.08522609],7
[0.33748655 0.10480718 0.09508172 ... 0.04485115 0.08861484 0.32232926],6
[0.31829062 0.31829062 0.03337874 ... 0.         0.00762499 0.00803745],5
[0.08422331 0.41143025 0.41143025 ... 0.03133712 0.1138781  0.32331121],1
[0.15083948 0.01920806 0.02646039 ... 0.07052956 0.0254285  0.        ],5
[0.         0.         0.         ... 0.01443697 0.00139685 0.02051286],7
[0.09757366 0.02986698 0.01716451 ... 0.23881398 0.23881398 0.23881398],0
[0.36534598 0.         0.06177118 ... 0.01162769 0.00735619 0.35287264],4
[0.33192617 0.         0.09819541 ... 0.         0.         0.        ],4
[0.12452549 0.04202041 0.14092311 ... 0.2604236  0.2127469  0.10290176],4
[0.26610666 0.26610666 0.26610666 ... 0.02219213 0.08549539 0.06305866],7
[0.04709011 0.01662579 0.06554012 ... 0.01468231 0.05180579 0.1501217 ],5
[0.37491178 0.17811776 0.08530816 ... 0.         0.         0.        ],7
[0.19450406 0.19544986 0.25583057 ... 0.05508065 0.2478056  0.33839897],6
[0.10732308 0.13170289 0.14518171 ... 0.03120495 0.00751267 0.01819134],5
[0.2837254  0.16460774 0.26117223 ... 0.22448697 0.19610016 0.15318886],5
[0.33971704 0.04775699 0.14231102 ... 0.04840453 0.07653429 0.        ],7
[0.16529319 0.04034154 0.         ... 0.0337475  0.16149812 0.2765199 ],4
[0.17893632 0.01808579 0.11438455 ... 0.0772448  0.16830557 0.        ],2
[0.23930569 0.15006689 0.16256508 ... 0.24636473 0.24636473 0.13482242],6
[0.19224091 0.03306644 0.0665698  ... 0.17157012 0.3401987  0.21403766],4
[0.23448569 0.17515237 0.23448569 ... 0.09042117 0.26425657 0.2137344 ],5
[0.14027133 0.11796284 0.05507288 ... 0.06130645 0.04613186 0.05750604],6
[0.23865765 0.08112234 0.07344181 ... 0.         0.03799907 0.1612164 ],6
[0.14875819 0.08939255 0.27125921 ... 0.32790143 0.32790143 0.15739915],5
[0.18175428 0.19771257 0.1313364  ... 0.10569299 0.0719931  0.02793729],2
[0.30411138 0.30411138 0.27308044 ... 0.32005764 0.03219116 0.02788576],4
[0.         0.         0.         ... 0.23835359 0.06144473 0.06195139],4
[0.17927449 0.04066245 0.0156061  ... 0.08151339 0.11306151 0.        ],6
[0.27139108 0.10615524 0.30526637 ... 0.03673794 0.0863046  0.08144877],4
[0.06418078 0.01863879 0.0058941  ... 0.05542633 0.16377509 0.1198168 ],3
[0.01715815 0.         0.         ... 0.06005157 0.13901649 0.07258871],1
[0.25725256 0.25183107 0.25725256 ... 0.30721839 0.00489226 0.        ],3
[0.22731445 0.01955868 0.15942813 ... 0.43141178 0.01981633 0.03450127],2
[0.2090153  0.0914027  0.05404849 ... 0.23342737 0.22918575 0.22864563],7
[0.21178304 0.08852772 0.19488954 ... 0.01068538 0.01242964 0.        ],5
[0.27989491 0.27989491 0.27989491 ... 0.04314779 0.18609    0.12078488],4
[0.14756551 0.00758544 0.04064959 ... 0.03275508 0.07700718 0.10950605],5
[0.03332748 0.         0.05930223 ... 0.19599465 0.01862958 0.        ],5
[0.02329155 0.         0.         ... 0.         0.         0.        ],2
[0.34167219 0.         0.         ... 0.         0.         0.        ],7
[0.18677884 0.06960836 0.         ... 0.         0.         0.        ],7
[0.06119169 0.0193817  0.0215936  ... 0.15289131 0.213701   0.08512142],2
[0.25619736 0.02046696 0.01364225 ... 0.34625541 0.38921832 0.08940779],5
[0.32418979 0.32418979 0.103966   ... 0.34637445 0.07977464 0.04182303],7
[0.23511823 0.13494772 0.09695552 ... 0.1037209  0.23371477 0.14006458],5
[0.26897397 0.12920776 0.16808883 ... 0.18730717 0.16046497 0.11053404],6
[0.37694695 0.         0.         ... 0.0691201  0.03545049 0.        ],6
[0.41450304 0.03192367 0.02573768 ... 0.19232482 0.13208956 0.26375414],6
[0.24197954 0.04189091 0.10394562 ... 0.22001765 0.0645359  0.02759686],7
[0.36825071 0.31507417 0.18391534 ... 0.08107257 0.05732358 0.        ],2
[0.16522198 0.         0.05192426 ... 0.         0.10616546 0.06315705],4
[0.43903144 0.         0.         ... 0.         0.12063328 0.1091803 ],6
[0.30760808 0.         0.05426467 ... 0.02418577 0.1147232  0.07051304],5
[0.05797416 0.         0.0810893  ... 0.06860889 0.03340171 0.03947416],7
[0.22657309 0.22657309 0.22657309 ... 0.20960815 0.16745916 0.03187787],1
[0.19559123 0.2309951  0.01872195 ... 0.00951411 0.00315055 0.        ],5
[0.00308692 0.         0.         ... 0.         0.         0.        ],0
[0.37099288 0.0215606  0.         ... 0.0265323  0.29180474 0.35460497],4
[0.         0.         0.         ... 0.30204927 0.25485511 0.06342038],5
[0.17681855 0.12284922 0.05468367 ... 0.02421445 0.16806455 0.24909393],0
[0.25685795 0.35833676 0.36310256 ... 0.         0.         0.        ],7
[0.33279189 0.01731403 0.         ... 0.08677626 0.         0.        ],3
[0.14848879 0.03143176 0.         ... 0.0118762  0.         0.        ],4
[0.007153   0.0132848  0.00496863 ... 0.02229235 0.01496032 0.03705896],0
[0.40113512 0.40113512 0.13450858 ... 0.         0.         0.        ],6
[0.4037871  0.         0.         ... 0.07606773 0.16798377 0.13409365],0
[0.20857985 0.32985181 0.19807232 ... 0.25618426 0.25618426 0.02499555],3
[0.26612553 0.26612553 0.23911536 ... 0.28704732 0.28704732 0.16423622],2
[0.20471871 0.34988828 0.34988828 ... 0.00784763 0.10552208 0.22894755],5
[0.38031615 0.31221501 0.0054802  ... 0.27074544 0.20058735 0.20918936],4
[0.08927822 0.00998161 0.03156462 ... 0.28686835 0.28686835 0.09454601],4
[0.18323346 0.         0.         ... 0.03170793 0.         0.        ],5
[0.09414912 0.05630699 0.08938926 ... 0.19215582 0.20769762 0.13190843],0
[0.09660393 0.05171556 0.17515792 ... 0.0526462  0.24576811 0.08406111],1
[0.06337084 0.01759582 0.14644686 ... 0.         0.         0.14827036],4
[0.2002382  0.13051895 0.04530778 ... 0.         0.         0.        ],4
[0.10484939 0.25309464 0.06462365 ... 0.04014599 0.12668228 0.34356204],5
[0.31333845 0.39466452 0.39466452 ... 0.08448447 0.27022132 0.23514968],2
[0.23748518 0.20430197 0.23748518 ... 0.18450435 0.1852194  0.11298176],3
[0.0993126  0.06803462 0.01977808 ... 0.26877739 0.23855853 0.30340617],2
[0.52645057 0.01274826 0.         ... 0.02850886 0.02809812 0.05834108],5
[0.10592505 0.01068061 0.00168003 ... 0.10990742 0.34156211 0.34156211],5
[0.00805909 0.         0.         ... 0.0311177  0.36309762 0.30728157],4
[0.03188052 0.01268497 0.00959178 ... 0.0555226  0.02949225 0.10225689],4
[0.3368183  0.17306248 0.02817278 ... 0.         0.01053272 0.        ],4
[0.23780914 0.15790279 0.16364324 ... 0.05701718 0.02817673 0.20667253],4
[0.33909563 0.27918199 0.1064289  ... 0.13576075 0.11199085 0.27180314],6
[0.24345258 0.29508193 0.08047653 ... 0.13560693 0.24772954 0.05595042],4
[0.22559469 0.20930719 0.13162471 ... 0.04150005 0.23020713 0.23020713],3
[0.43931335 0.         0.         ... 0.01459552 0.         0.        ],5
[0.30314698 0.30314698 0.30134023 ... 0.         0.         0.00576399],5
[0.24559909 0.08146111 0.22994125 ... 0.12863157 0.23417071 0.09299258],5
[0.36067863 0.         0.         ... 0.01517606 0.         0.        ],6
[0.40358751 0.         0.         ... 0.25188001 0.15080191 0.25188001],4
[0.37395872 0.15050091 0.         ... 0.0167549  0.         0.        ],6
[0.24025896 0.07771863 0.04569163 ... 0.         0.00708916 0.        ],5
[0.25332696 0.0585501  0.08429734 ... 0.11531857 0.02577321 0.        ],2
[0.19924004 0.0342081  0.01341752 ... 0.         0.         0.        ],5
[0.         0.         0.         ... 0.07187573 0.1632618  0.1139834 ],6
[0.21420079 0.11174058 0.09165123 ... 0.24532609 0.1895892  0.        ],2
